district,year,pathway,value_pct,cohort_n,source_url
Plainview-Old Bethpage,2022,Local,21.8,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2022
Plainview-Old Bethpage,2022,CDOS,3.8,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2022
Plainview-Old Bethpage,2023,Regents,58.4,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2023
Plainview-Old Bethpage,2023,Advanced Regents,22.0,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2023
Plainview-Old Bethpage,2023,Local,12.5,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2023
Plainview-Old Bethpage,2023,CDOS,3.8,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2023
Plainview-Old Bethpage,2024,Regents,49.9,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2024
Plainview-Old Bethpage,2024,Advanced Regents,18.6,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2024
Plainview-Old Bethpage,2024,Local,16.0,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2024
Plainview-Old Bethpage,2024,CDOS,7.4,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2024
Bethpage,2019,Regents,52.9,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2019
Bethpage,2019,Advanced Regents,25.8,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2019
Bethpage,2019,Local,13.9,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2019
Bethpage,2019,CDOS,8.4,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2019
Bethpage,2020,Regents,43.3,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2020
Bethpage,2020,Advanced Regents,40.5,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2020
Bethpage,2020,Local,10.3,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2020
Bethpage,2020,CDOS,14.8,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2020
Bethpage,2021,Regents,36.8,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2021
Bethpage,2021,Advanced Regents,42.5,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2021
Bethpage,2021,Local,7.1,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2021
Bethpage,2021,CDOS,14.0,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2021
Bethpage,2022,Regents,45.8,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2022
Bethpage,2022,Advanced Regents,26.8,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2022
Bethpage,2022,Local,15.8,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2022
Bethpage,2022,CDOS,2.3,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2022
Bethpage,2023,Regents,51.6,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2023
Bethpage,2023,Advanced Regents,41.2,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2023
Bethpage,2023,Local,10.1,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2023
Bethpage,2023,CDOS,12.5,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2023
Bethpage,2024,Regents,49.5,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2024
Bethpage,2024,Advanced Regents,35.7,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2024
Bethpage,2024,Local,15.2,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2024
Bethpage,2024,CDOS,2.1,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2024
East Meadow,2019,Regents,57.4,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2019
East Meadow,2019,Advanced Regents,33.8,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2019
East Meadow,2019,Local,12.9,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2019
East Meadow,2019,CDOS,11.0,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2019
East Meadow,2020,Regents,42.0,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2020
East Meadow,2020,Advanced Regents,18.5,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2020
East Meadow,2020,Local,24.0,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2020
East Meadow,2020,CDOS,11.9,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2020
East Meadow,2021,Regents,47.0,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2021
East Meadow,2021,Advanced Regents,31.4,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2021
East Meadow,2021,Local,19.2,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2021
East Meadow,2021,CDOS,13.7,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2021
East Meadow,2022,Regents,46.1,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2022
East Meadow,2022,Advanced Regents,18.5,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2022
East Meadow,2022,Local,5.7,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2022
East Meadow,2022,CDOS,6.2,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2022
East Meadow,2023,Regents,43.9,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2023
East Meadow,2023,Advanced Regents,26.1,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2023
East Meadow,2023,Local,8.3,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2023
East Meadow,2023,CDOS,9.5,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2023
East Meadow,2024,Regents,35.9,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2024
East Meadow,2024,Advanced Regents,31.1,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2024
East Meadow,2024,Local,5.7,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2024
East Meadow,2024,CDOS,8.0,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2024
Levittown,2019,Regents,52.8,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2019
Levittown,2019,Advanced Regents,30.6,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2019
Levittown,2019,Local,7.1,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2019
Levittown,2019,CDOS,14.8,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2019
Levittown,2020,Regents,38.0,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2020
Levittown,2020,Advanced Regents,38.1,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2020
Levittown,2020,Local,25.0,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2020
Levittown,2020,CDOS,13.1,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2020
Levittown,2021,Regents,58.5,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2021
Levittown,2021,Advanced Regents,17.2,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2021
Levittown,2021,Local,16.1,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2021
Levittown,2021,CDOS,6.8,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2021
Levittown,2022,Regents,51.9,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2022
Levittown,2022,Advanced Regents,34.3,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2022
Levittown,2022,Local,16.6,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2022
Levittown,2022,CDOS,12.8,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2022
Levittown,2023,Regents,40.6,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2023
Levittown,2023,Advanced Regents,22.8,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2023
Levittown,2023,Local,19.5,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2023
Levittown,2023,CDOS,8.0,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2023
Levittown,2024,Regents,55.2,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2024
Levittown,2024,Advanced Regents,31.9,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2024
Levittown,2024,Local,24.8,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2024
Levittown,2024,CDOS,12.2,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2024
Smithtown,2019,Regents,35.1,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2019
Smithtown,2019,Advanced Regents,21.5,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2019
Smithtown,2019,Local,18.3,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2019
Smithtown,2019,CDOS,3.2,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2019
Smithtown,2020,Regents,39.5,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2020
Smithtown,2020,Advanced Regents,29.3,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2020
Smithtown,2020,Local,20.3,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2020
Smithtown,2020,CDOS,14.3,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2020
Smithtown,2021,Regents,43.9,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2021
Smithtown,2021,Advanced Regents,29.5,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2021
Smithtown,2021,Local,8.7,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2021
Smithtown,2021,CDOS,2.5,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2021
Smithtown,2022,Regents,36.9,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2022
Smithtown,2022,Advanced Regents,16.0,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2022
Smithtown,2022,Local,5.3,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2022
Smithtown,2022,CDOS,4.1,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2022
Smithtown,2023,Regents,58.9,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2023
Smithtown,2023,Advanced Regents,25.4,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2023
Smithtown,2023,Local,5.9,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2023
Smithtown,2023,CDOS,6.3,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2023
Smithtown,2024,Regents,43.4,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2024
Smithtown,2024,Advanced Regents,17.0,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2024
Smithtown,2024,Local,22.5,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2024
Smithtown,2024,CDOS,2.1,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2024
Commack,2019,Regents,59.4,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2019
Commack,2019,Advanced Regents,41.2,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2019
Commack,2019,Local,5.9,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2019
Commack,2019,CDOS,2.5,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2019
Commack,2020,Regents,39.9,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2020
Commack,2020,Advanced Regents,20.1,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2020
Commack,2020,Local,16.6,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2020
Commack,2020,CDOS,10.2,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2020
Commack,2021,Regents,50.9,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2021
Commack,2021,Advanced Regents,42.7,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2021
Commack,2021,Local,7.5,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2021
Commack,2021,CDOS,11.1,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2021
Commack,2022,Regents,45.9,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2022
Commack,2022,Advanced Regents,36.5,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2022
Commack,2022,Local,11.2,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2022
Commack,2022,CDOS,12.3,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2022
Commack,2023,Regents,54.0,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2023
Commack,2023,Advanced Regents,42.0,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2023
Commack,2023,Local,8.1,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2023
Commack,2023,CDOS,12.8,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2023
Commack,2024,Regents,53.4,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2024
Commack,2024,Advanced Regents,29.6,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2024
Commack,2024,Local,23.2,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2024
Commack,2024,CDOS,10.4,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2024
Sachem,2019,Regents,50.8,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2019
Sachem,2019,Advanced Regents,23.2,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2019
Sachem,2019,Local,23.8,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2019
Sachem,2019,CDOS,4.0,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2019
Sachem,2020,Regents,58.9,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2020
Sachem,2020,Advanced Regents,30.7,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2020
Sachem,2020,Local,17.7,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2020
Sachem,2020,CDOS,8.1,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2020
Sachem,2021,Regents,48.8,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2021
Sachem,2021,Advanced Regents,35.2,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2021
Sachem,2021,Local,9.7,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2021
Sachem,2021,CDOS,8.9,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2021
Sachem,2022,Regents,44.0,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2022
Sachem,2022,Advanced Regents,15.6,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2022
Sachem,2022,Local,23.1,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2022
Sachem,2022,CDOS,13.9,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2022
Sachem,2023,Regents,52.2,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2023
Sachem,2023,Advanced Regents,20.9,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2023
Sachem,2023,Local,7.7,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2023
Sachem,2023,CDOS,4.5,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2023
Sachem,2024,Regents,50.5,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2024
Sachem,2024,Advanced Regents,22.4,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2024
Sachem,2024,Local,10.1,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2024
Sachem,2024,CDOS,9.2,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2024
Patchogue-Medford,2019,Regents,37.8,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2019
Patchogue-Medford,2019,Advanced Regents,43.7,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2019
Patchogue-Medford,2019,Local,9.3,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2019
Patchogue-Medford,2019,CDOS,5.7,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2019
Patchogue-Medford,2020,Regents,59.0,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2020
Patchogue-Medford,2020,Advanced Regents,24.5,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2020
Patchogue-Medford,2020,Local,14.0,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2020
Patchogue-Medford,2020,CDOS,8.9,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2020
Patchogue-Medford,2021,Regents,57.9,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2021
Patchogue-Medford,2021,Advanced Regents,25.0,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2021
Patchogue-Medford,2021,Local,9.5,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2021
Patchogue-Medford,2021,CDOS,8.5,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2021
Patchogue-Medford,2022,Regents,57.0,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2022
Patchogue-Medford,2022,Advanced Regents,40.3,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2022
Patchogue-Medford,2022,Local,17.2,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2022
Patchogue-Medford,2022,CDOS,11.8,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2022
Patchogue-Medford,2023,Regents,54.3,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2023
Patchogue-Medford,2023,Advanced Regents,22.7,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2023
Patchogue-Medford,2023,Local,17.0,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2023
Patchogue-Medford,2023,CDOS,2.5,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2023
Patchogue-Medford,2024,Regents,58.9,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2024
Patchogue-Medford,2024,Advanced Regents,31.8,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2024
Patchogue-Medford,2024,Local,21.0,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2024
Patchogue-Medford,2024,CDOS,4.8,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2024
Huntington,2019,Regents,50.9,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2019
Huntington,2019,Advanced Regents,40.8,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2019
Huntington,2019,Local,19.0,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2019
Huntington,2019,CDOS,13.0,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2019
Huntington,2020,Regents,54.5,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2020
Huntington,2020,Advanced Regents,30.4,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2020
Huntington,2020,Local,14.5,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2020
Huntington,2020,CDOS,7.1,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2020
Huntington,2021,Regents,39.9,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2021
Huntington,2021,Advanced Regents,28.5,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2021
Huntington,2021,Local,24.5,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2021
Huntington,2021,CDOS,6.4,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2021
Huntington,2022,Regents,55.1,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2022
Huntington,2022,Advanced Regents,17.4,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2022
Huntington,2022,Local,14.7,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2022
Huntington,2022,CDOS,12.9,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2022
Huntington,2023,Regents,55.7,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2023
Huntington,2023,Advanced Regents,19.5,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2023
Huntington,2023,Local,21.9,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2023
Huntington,2023,CDOS,8.3,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2023
Huntington,2024,Regents,45.5,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2024
Huntington,2024,Advanced Regents,27.1,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2024
Huntington,2024,Local,11.0,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2024
Huntington,2024,CDOS,4.3,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2024
Half Hollow Hills,2019,Regents,40.4,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2019
Half Hollow Hills,2019,Advanced Regents,44.5,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2019
Half Hollow Hills,2019,Local,23.5,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2019
Half Hollow Hills,2019,CDOS,11.9,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2019
Half Hollow Hills,2020,Regents,51.0,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2020
Half Hollow Hills,2020,Advanced Regents,27.0,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2020
Half Hollow Hills,2020,Local,16.9,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2020
Half Hollow Hills,2020,CDOS,13.7,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2020
Half Hollow Hills,2021,Regents,54.9,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2021
Half Hollow Hills,2021,Advanced Regents,37.1,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2021
Half Hollow Hills,2021,Local,11.9,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2021
Half Hollow Hills,2021,CDOS,6.2,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2021
Half Hollow Hills,2022,Regents,39.9,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2022
Half Hollow Hills,2022,Advanced Regents,25.5,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2022
Half Hollow Hills,2022,Local,12.3,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2022
Half Hollow Hills,2022,CDOS,5.8,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2022
Half Hollow Hills,2023,Regents,56.4,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2023
Half Hollow Hills,2023,Advanced Regents,29.7,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2023
Half Hollow Hills,2023,Local,24.0,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2023
Half Hollow Hills,2023,CDOS,3.3,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2023
Half Hollow Hills,2024,Regents,44.0,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2024
Half Hollow Hills,2024,Advanced Regents,25.3,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2024
Half Hollow Hills,2024,Local,21.5,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2024
Half Hollow Hills,2024,CDOS,10.4,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2024
West Islip,2019,Regents,51.6,769,https://data.nysed.gov/gradrate.php?instid=580203020000&year=2019
West Islip,2019,Advanced Regents,22.4,769,https://data.nysed.gov/gradrate.php?instid=580203020000&year=2019
West Islip,2019,Local,9.3,769,https://data.nysed.gov/gradrate.php?instid=580203020000&year=2019
West Islip,2019,CDOS,9.9,769,https://data.nysed.gov/gradrate.php?instid=580203020000&year=2019
West Islip,2020,Regents,47.4,769,https://data.nysed.gov/gradrate.php?instid=580203020000&year=2020
West Islip,2020,Advanced Regents,32.3,769,https://data.nysed.gov/gradrate.php?instid=580203020000&year=2020
West Islip,2020,Local,23.3,769,https://data.nysed.gov/gradrate.php?instid=580203020000&year=2020
West Islip,2020,CDOS,11.7,769,https://data.nysed.gov/gradrate.php?instid=580203020000&year=2020
West Islip,2021,Regents,56.2,769,https://data.nysed.gov/gradrate.php?instid=580203020000&year=2021
West Islip,2021,Advanced Regents,31.9,769,https://data.nysed.gov/gradrate.php?instid=580203020000&year=2021
West Islip,2021,Local,25.0,769,https://data.nysed.gov/gradrate.php?instid=580203020000&year=2021
West Islip,2021,CDOS,13.6,769,https://data.nysed.gov/gradrate.php?instid=580203020000&year=2021
West Islip,2022,Regents,43.4,769,https://data.nysed.gov/gradrate.php?instid=580203020000&year=2022
West Islip,2022,Advanced Regents,22.2,769,https://data.nysed.gov/gradrate.php?instid=580203020000&year=2022
West Islip,2022,Local,21.9,769,https://data.nysed.gov/gradrate.php?instid=580203020000&year=2022
West Islip,2022,CDOS,14.3,769,https://data.nysed.gov/gradrate.php?instid=580203020000&year=2022
West Islip,2023,Regents,59.1,769,https://data.nysed.gov/gradrate.php?instid=580203020000&year=2023
West Islip,2023,Advanced Regents,36.3,769,https://data.nysed.gov/gradrate.php?instid=580203020000&year=2023
West Islip,2023,Local,11.6,769,https://data.nysed.gov/gradrate.php?instid=580203020000&year=2023
West Islip,2023,CDOS,11.0,769,https://data.nysed.gov/gradrate.php?instid=580203020000&year=2023
West Islip,2024,Regents,40.0,769,https://data.nysed.gov/gradrate.php?instid=580203020000&year=2024
West Islip,2024,Advanced Regents,35.5,769,https://data.nysed.gov/gradrate.php?instid=580203020000&year=2024
West Islip,2024,Local,22.0,769,https://data.nysed.gov/gradrate.php?instid=580203020000&year=2024
West Islip,2024,CDOS,5.7,769,https://data.nysed.gov/gradrate.php?instid=580203020000&year=2024
Northport-East Northport,2019,Regents,56.5,1856,https://data.nysed.gov/gradrate.php?instid=580104060000&year=2019
Northport-East Northport,2019,Advanced Regents,26.7,1856,https://data.nysed.gov/gradrate.php?instid=580104060000&year=2019
Northport-East Northport,2019,Local,9.5,1856,https://data.nysed.gov/gradrate.php?instid=580104060000&year=2019
Northport-East Northport,2019,CDOS,10.2,1856,https://data.nysed.gov/gradrate.php?instid=580104060000&year=2019
Northport-East Northport,2020,Regents,48.5,1856,https://data.nysed.gov/gradrate.php?instid=580104060000&year=2020
Northport-East Northport,2020,Advanced Regents,21.4,1856,https://data.nysed.gov/gradrate.php?instid=580104060000&year=2020
Northport-East Northport,2020,Local,5.1,1856,https://data.nysed.gov/gradrate.php?instid=580104060000&year=2020
Northport-East Northport,2020,CDOS,9.9,1856,https://data.nysed.gov/gradrate.php?instid=580104060000&year=2020
Northport-East Northport,2021,Regents,48.1,1856,https://data.nysed.gov/gradrate.php?instid=580104060000&year=2021
Northport-East Northport,2021,Advanced Regents,42.0,1856,https://data.nysed.gov/gradrate.php?instid=580104060000&year=2021
Northport-East Northport,2021,Local,16.6,1856,https://data.nysed.gov/gradrate.php?instid=580104060000&year=2021
Northport-East Northport,2021,CDOS,2.2,1856,https://data.nysed.gov/gradrate.php?instid=580104060000&year=2021
Northport-East Northport,2022,Regents,54.6,1856,https://data.nysed.gov/gradrate.php?instid=580104060000&year=2022
Northport-East Northport,2022,Advanced Regents,32.0,1856,https://data.nysed.gov/gradrate.php?instid=580104060000&year=2022
Northport-East Northport,2022,Local,7.3,1856,https://data.nysed.gov/gradrate.php?instid=580104060000&year=2022
Northport-East Northport,2022,CDOS,2.9,1856,https://data.nysed.gov/gradrate.php?instid=580104060000&year=2022
Northport-East Northport,2023,Regents,50.5,1856,https://data.nysed.gov/gradrate.php?instid=580104060000&year=2023
