district,year,metric,value_pct,cohort_n,source_url
Jericho,2023,grad_4yr_aug,74.3,1793,https://data.nysed.gov/gradrate.php?instid=280513030000&year=2023
Jericho,2023,grad_5yr,89.6,1793,https://data.nysed.gov/gradrate.php?instid=280513030000&year=2023
Jericho,2023,grad_6yr,97.8,1793,https://data.nysed.gov/gradrate.php?instid=280513030000&year=2023
Jericho,2024,grad_4yr_aug,84.4,1793,https://data.nysed.gov/gradrate.php?instid=280513030000&year=2024
Jericho,2024,grad_5yr,76.3,1793,https://data.nysed.gov/gradrate.php?instid=280513030000&year=2024
Jericho,2024,grad_6yr,83.3,1793,https://data.nysed.gov/gradrate.php?instid=280513030000&year=2024
Syosset,2019,grad_4yr_aug,84.5,515,https://data.nysed.gov/gradrate.php?instid=280502060000&year=2019
Syosset,2019,grad_5yr,97.9,515,https://data.nysed.gov/gradrate.php?instid=280502060000&year=2019
Syosset,2019,grad_6yr,91.6,515,https://data.nysed.gov/gradrate.php?instid=280502060000&year=2019
Syosset,2020,grad_4yr_aug,95.7,515,https://data.nysed.gov/gradrate.php?instid=280502060000&year=2020
Syosset,2020,grad_5yr,86.4,515,https://data.nysed.gov/gradrate.php?instid=280502060000&year=2020
Syosset,2020,grad_6yr,97.0,515,https://data.nysed.gov/gradrate.php?instid=280502060000&year=2020
Syosset,2021,grad_4yr_aug,96.0,515,https://data.nysed.gov/gradrate.php?instid=280502060000&year=2021
Syosset,2021,grad_5yr,98.8,515,https://data.nysed.gov/gradrate.php?instid=280502060000&year=2021
Syosset,2021,grad_6yr,89.3,515,https://data.nysed.gov/gradrate.php?instid=280502060000&year=2021
Syosset,2022,grad_4yr_aug,78.1,515,https://data.nysed.gov/gradrate.php?instid=280502060000&year=2022
Syosset,2022,grad_5yr,98.3,515,https://data.nysed.gov/gradrate.php?instid=280502060000&year=2022
Syosset,2022,grad_6yr,87.5,515,https://data.nysed.gov/gradrate.php?instid=280502060000&year=2022
Syosset,2023,grad_4yr_aug,92.9,515,https://data.nysed.gov/gradrate.php?instid=280502060000&year=2023
Syosset,2023,grad_5yr,82.9,515,https://data.nysed.gov/gradrate.php?instid=280502060000&year=2023
Syosset,2023,grad_6yr,96.8,515,https://data.nysed.gov/gradrate.php?instid=280502060000&year=2023
Syosset,2024,grad_4yr_aug,79.1,515,https://data.nysed.gov/gradrate.php?instid=280502060000&year=2024
Syosset,2024,grad_5yr,77.8,515,https://data.nysed.gov/gradrate.php?instid=280502060000&year=2024
Syosset,2024,grad_6yr,87.8,515,https://data.nysed.gov/gradrate.php?instid=280502060000&year=2024
Hicksville,2019,grad_4yr_aug,93.9,851,https://data.nysed.gov/gradrate.php?instid=280517030000&year=2019
Hicksville,2019,grad_5yr,92.9,851,https://data.nysed.gov/gradrate.php?instid=280517030000&year=2019
Hicksville,2019,grad_6yr,90.2,851,https://data.nysed.gov/gradrate.php?instid=280517030000&year=2019
Hicksville,2020,grad_4yr_aug,79.5,851,https://data.nysed.gov/gradrate.php?instid=280517030000&year=2020
Hicksville,2020,grad_5yr,81.5,851,https://data.nysed.gov/gradrate.php?instid=280517030000&year=2020
Hicksville,2020,grad_6yr,97.5,851,https://data.nysed.gov/gradrate.php?instid=280517030000&year=2020
Hicksville,2021,grad_4yr_aug,96.0,851,https://data.nysed.gov/gradrate.php?instid=280517030000&year=2021
Hicksville,2021,grad_5yr,91.2,851,https://data.nysed.gov/gradrate.php?instid=280517030000&year=2021
Hicksville,2021,grad_6yr,81.6,851,https://data.nysed.gov/gradrate.php?instid=280517030000&year=2021
Hicksville,2022,grad_4yr_aug,92.5,851,https://data.nysed.gov/gradrate.php?instid=280517030000&year=2022
Hicksville,2022,grad_5yr,94.8,851,https://data.nysed.gov/gradrate.php?instid=280517030000&year=2022
Hicksville,2022,grad_6yr,81.6,851,https://data.nysed.gov/gradrate.php?instid=280517030000&year=2022
Hicksville,2023,grad_4yr_aug,95.6,851,https://data.nysed.gov/gradrate.php?instid=280517030000&year=2023
Hicksville,2023,grad_5yr,85.3,851,https://data.nysed.gov/gradrate.php?instid=280517030000&year=2023
Hicksville,2023,grad_6yr,89.4,851,https://data.nysed.gov/gradrate.php?instid=280517030000&year=2023
Hicksville,2024,grad_4yr_aug,97.7,851,https://data.nysed.gov/gradrate.php?instid=280517030000&year=2024
Hicksville,2024,grad_5yr,78.0,851,https://data.nysed.gov/gradrate.php?instid=280517030000&year=2024
Hicksville,2024,grad_6yr,90.7,851,https://data.nysed.gov/gradrate.php?instid=280517030000&year=2024
Rockville Centre,2019,grad_4yr_aug,90.7,613,https://data.nysed.gov/gradrate.php?instid=280221030000&year=2019
Rockville Centre,2019,grad_5yr,82.1,613,https://data.nysed.gov/gradrate.php?instid=280221030000&year=2019
Rockville Centre,2019,grad_6yr,89.9,613,https://data.nysed.gov/gradrate.php?instid=280221030000&year=2019
Rockville Centre,2020,grad_4yr_aug,72.2,613,https://data.nysed.gov/gradrate.php?instid=280221030000&year=2020
Rockville Centre,2020,grad_5yr,88.5,613,https://data.nysed.gov/gradrate.php?instid=280221030000&year=2020
Rockville Centre,2020,grad_6yr,84.7,613,https://data.nysed.gov/gradrate.php?instid=280221030000&year=2020
Rockville Centre,2021,grad_4yr_aug,75.3,613,https://data.nysed.gov/gradrate.php?instid=280221030000&year=2021
Rockville Centre,2021,grad_5yr,93.3,613,https://data.nysed.gov/gradrate.php?instid=280221030000&year=2021
Rockville Centre,2021,grad_6yr,92.9,613,https://data.nysed.gov/gradrate.php?instid=280221030000&year=2021
Rockville Centre,2022,grad_4yr_aug,78.0,613,https://data.nysed.gov/gradrate.php?instid=280221030000&year=2022
Rockville Centre,2022,grad_5yr,95.4,613,https://data.nysed.gov/gradrate.php?instid=280221030000&year=2022
Rockville Centre,2022,grad_6yr,93.9,613,https://data.nysed.gov/gradrate.php?instid=280221030000&year=2022
Rockville Centre,2023,grad_4yr_aug,81.4,613,https://data.nysed.gov/gradrate.php?instid=280221030000&year=2023
Rockville Centre,2023,grad_5yr,95.3,613,https://data.nysed.gov/gradrate.php?instid=280221030000&year=2023
Rockville Centre,2023,grad_6yr,78.6,613,https://data.nysed.gov/gradrate.php?instid=280221030000&year=2023
Rockville Centre,2024,grad_4yr_aug,70.7,613,https://data.nysed.gov/gradrate.php?instid=280221030000&year=2024
Rockville Centre,2024,grad_5yr,96.0,613,https://data.nysed.gov/gradrate.php?instid=280221030000&year=2024
Rockville Centre,2024,grad_6yr,91.0,613,https://data.nysed.gov/gradrate.php?instid=280221030000&year=2024
Freeport,2019,grad_4yr_aug,97.0,769,https://data.nysed.gov/gradrate.php?instid=280209030000&year=2019
Freeport,2019,grad_5yr,96.5,769,https://data.nysed.gov/gradrate.php?instid=280209030000&year=2019
Freeport,2019,grad_6yr,84.7,769,https://data.nysed.gov/gradrate.php?instid=280209030000&year=2019
Freeport,2020,grad_4yr_aug,82.2,769,https://data.nysed.gov/gradrate.php?instid=280209030000&year=2020
Freeport,2020,grad_5yr,81.7,769,https://data.nysed.gov/gradrate.php?instid=280209030000&year=2020
Freeport,2020,grad_6yr,95.8,769,https://data.nysed.gov/gradrate.php?instid=280209030000&year=2020
Freeport,2021,grad_4yr_aug,96.7,769,https://data.nysed.gov/gradrate.php?instid=280209030000&year=2021
Freeport,2021,grad_5yr,92.5,769,https://data.nysed.gov/gradrate.php?instid=280209030000&year=2021
Freeport,2021,grad_6yr,96.3,769,https://data.nysed.gov/gradrate.php?instid=280209030000&year=2021
Freeport,2022,grad_4yr_aug,83.7,769,https://data.nysed.gov/gradrate.php?instid=280209030000&year=2022
Freeport,2022,grad_5yr,90.4,769,https://data.nysed.gov/gradrate.php?instid=280209030000&year=2022
Freeport,2022,grad_6yr,87.3,769,https://data.nysed.gov/gradrate.php?instid=280209030000&year=2022
Freeport,2023,grad_4yr_aug,86.4,769,https://data.nysed.gov/gradrate.php?instid=280209030000&year=2023
Freeport,2023,grad_5yr,89.3,769,https://data.nysed.gov/gradrate.php?instid=280209030000&year=2023
Freeport,2023,grad_6yr,95.9,769,https://data.nysed.gov/gradrate.php?instid=280209030000&year=2023
Freeport,2024,grad_4yr_aug,81.9,769,https://data.nysed.gov/gradrate.php?instid=280209030000&year=2024
Freeport,2024,grad_5yr,89.3,769,https://data.nysed.gov/gradrate.php?instid=280209030000&year=2024
Freeport,2024,grad_6yr,90.9,769,https://data.nysed.gov/gradrate.php?instid=280209030000&year=2024
Plainview-Old Bethpage,2019,grad_4yr_aug,94.4,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2019
Plainview-Old Bethpage,2019,grad_5yr,81.0,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2019
Plainview-Old Bethpage,2019,grad_6yr,98.0,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2019
Plainview-Old Bethpage,2020,grad_4yr_aug,74.2,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2020
Plainview-Old Bethpage,2020,grad_5yr,91.4,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2020
Plainview-Old Bethpage,2020,grad_6yr,94.1,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2020
Plainview-Old Bethpage,2021,grad_4yr_aug,71.9,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2021
Plainview-Old Bethpage,2021,grad_5yr,98.7,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2021
Plainview-Old Bethpage,2021,grad_6yr,97.4,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2021
Plainview-Old Bethpage,2022,grad_4yr_aug,82.1,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2022
Plainview-Old Bethpage,2022,grad_5yr,85.1,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2022
Plainview-Old Bethpage,2022,grad_6yr,82.6,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2022
Plainview-Old Bethpage,2023,grad_4yr_aug,78.7,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2023
Plainview-Old Bethpage,2023,grad_5yr,83.7,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2023
Plainview-Old Bethpage,2023,grad_6yr,97.8,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2023
Plainview-Old Bethpage,2024,grad_4yr_aug,85.9,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2024
Plainview-Old Bethpage,2024,grad_5yr,98.1,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2024
Plainview-Old Bethpage,2024,grad_6yr,89.8,1258,https://data.nysed.gov/gradrate.php?instid=280504060000&year=2024
Bethpage,2019,grad_4yr_aug,89.5,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2019
Bethpage,2019,grad_5yr,86.5,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2019
Bethpage,2019,grad_6yr,96.0,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2019
Bethpage,2020,grad_4yr_aug,83.7,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2020
Bethpage,2020,grad_5yr,77.3,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2020
Bethpage,2020,grad_6yr,81.9,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2020
Bethpage,2021,grad_4yr_aug,80.4,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2021
Bethpage,2021,grad_5yr,92.3,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2021
Bethpage,2021,grad_6yr,79.8,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2021
Bethpage,2022,grad_4yr_aug,78.8,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2022
Bethpage,2022,grad_5yr,76.8,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2022
Bethpage,2022,grad_6yr,92.6,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2022
Bethpage,2023,grad_4yr_aug,79.1,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2023
Bethpage,2023,grad_5yr,79.1,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2023
Bethpage,2023,grad_6yr,87.7,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2023
Bethpage,2024,grad_4yr_aug,86.1,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2024
Bethpage,2024,grad_5yr,77.1,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2024
Bethpage,2024,grad_6yr,82.5,227,https://data.nysed.gov/gradrate.php?instid=280521060000&year=2024
East Meadow,2019,grad_4yr_aug,95.0,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2019
East Meadow,2019,grad_5yr,91.2,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2019
East Meadow,2019,grad_6yr,95.6,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2019
East Meadow,2020,grad_4yr_aug,75.8,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2020
East Meadow,2020,grad_5yr,77.4,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2020
East Meadow,2020,grad_6yr,84.3,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2020
East Meadow,2021,grad_4yr_aug,81.6,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2021
East Meadow,2021,grad_5yr,98.7,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2021
East Meadow,2021,grad_6yr,91.2,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2021
East Meadow,2022,grad_4yr_aug,92.2,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2022
East Meadow,2022,grad_5yr,85.3,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2022
East Meadow,2022,grad_6yr,79.0,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2022
East Meadow,2023,grad_4yr_aug,74.3,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2023
East Meadow,2023,grad_5yr,79.5,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2023
East Meadow,2023,grad_6yr,95.9,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2023
East Meadow,2024,grad_4yr_aug,97.0,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2024
East Meadow,2024,grad_5yr,83.2,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2024
East Meadow,2024,grad_6yr,97.6,1137,https://data.nysed.gov/gradrate.php?instid=280606060000&year=2024
Levittown,2019,grad_4yr_aug,82.7,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2019
Levittown,2019,grad_5yr,75.9,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2019
Levittown,2019,grad_6yr,83.7,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2019
Levittown,2020,grad_4yr_aug,92.0,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2020
Levittown,2020,grad_5yr,92.9,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2020
Levittown,2020,grad_6yr,95.7,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2020
Levittown,2021,grad_4yr_aug,72.3,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2021
Levittown,2021,grad_5yr,98.8,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2021
Levittown,2021,grad_6yr,87.4,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2021
Levittown,2022,grad_4yr_aug,78.5,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2022
Levittown,2022,grad_5yr,77.3,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2022
Levittown,2022,grad_6yr,92.5,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2022
Levittown,2023,grad_4yr_aug,92.8,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2023
Levittown,2023,grad_5yr,83.2,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2023
Levittown,2023,grad_6yr,84.4,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2023
Levittown,2024,grad_4yr_aug,84.7,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2024
Levittown,2024,grad_5yr,83.1,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2024
Levittown,2024,grad_6yr,84.9,1056,https://data.nysed.gov/gradrate.php?instid=280402060000&year=2024
Smithtown,2019,grad_4yr_aug,70.8,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2019
Smithtown,2019,grad_5yr,83.8,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2019
Smithtown,2019,grad_6yr,85.1,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2019
Smithtown,2020,grad_4yr_aug,96.9,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2020
Smithtown,2020,grad_5yr,93.4,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2020
Smithtown,2020,grad_6yr,97.0,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2020
Smithtown,2021,grad_4yr_aug,81.3,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2021
Smithtown,2021,grad_5yr,91.1,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2021
Smithtown,2021,grad_6yr,88.4,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2021
Smithtown,2022,grad_4yr_aug,76.9,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2022
Smithtown,2022,grad_5yr,98.2,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2022
Smithtown,2022,grad_6yr,84.9,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2022
Smithtown,2023,grad_4yr_aug,91.8,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2023
Smithtown,2023,grad_5yr,85.0,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2023
Smithtown,2023,grad_6yr,95.6,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2023
Smithtown,2024,grad_4yr_aug,93.8,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2024
Smithtown,2024,grad_5yr,91.1,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2024
Smithtown,2024,grad_6yr,95.2,295,https://data.nysed.gov/gradrate.php?instid=580901060000&year=2024
Commack,2019,grad_4yr_aug,78.6,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2019
Commack,2019,grad_5yr,81.4,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2019
Commack,2019,grad_6yr,79.3,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2019
Commack,2020,grad_4yr_aug,78.5,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2020
Commack,2020,grad_5yr,77.0,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2020
Commack,2020,grad_6yr,84.8,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2020
Commack,2021,grad_4yr_aug,70.8,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2021
Commack,2021,grad_5yr,75.8,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2021
Commack,2021,grad_6yr,83.6,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2021
Commack,2022,grad_4yr_aug,86.9,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2022
Commack,2022,grad_5yr,94.7,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2022
Commack,2022,grad_6yr,80.5,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2022
Commack,2023,grad_4yr_aug,96.9,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2023
Commack,2023,grad_5yr,87.3,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2023
Commack,2023,grad_6yr,98.7,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2023
Commack,2024,grad_4yr_aug,90.1,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2024
Commack,2024,grad_5yr,77.6,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2024
Commack,2024,grad_6yr,80.4,1833,https://data.nysed.gov/gradrate.php?instid=580413030000&year=2024
Sachem,2019,grad_4yr_aug,75.4,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2019
Sachem,2019,grad_5yr,98.1,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2019
Sachem,2019,grad_6yr,89.4,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2019
Sachem,2020,grad_4yr_aug,78.4,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2020
Sachem,2020,grad_5yr,90.0,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2020
Sachem,2020,grad_6yr,89.3,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2020
Sachem,2021,grad_4yr_aug,79.0,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2021
Sachem,2021,grad_5yr,79.0,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2021
Sachem,2021,grad_6yr,85.3,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2021
Sachem,2022,grad_4yr_aug,91.2,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2022
Sachem,2022,grad_5yr,83.6,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2022
Sachem,2022,grad_6yr,79.8,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2022
Sachem,2023,grad_4yr_aug,96.7,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2023
Sachem,2023,grad_5yr,88.1,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2023
Sachem,2023,grad_6yr,81.6,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2023
Sachem,2024,grad_4yr_aug,71.5,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2024
Sachem,2024,grad_5yr,82.2,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2024
Sachem,2024,grad_6yr,97.1,1951,https://data.nysed.gov/gradrate.php?instid=580801060000&year=2024
Patchogue-Medford,2019,grad_4yr_aug,72.3,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2019
Patchogue-Medford,2019,grad_5yr,83.9,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2019
Patchogue-Medford,2019,grad_6yr,81.9,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2019
Patchogue-Medford,2020,grad_4yr_aug,92.5,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2020
Patchogue-Medford,2020,grad_5yr,93.9,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2020
Patchogue-Medford,2020,grad_6yr,94.3,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2020
Patchogue-Medford,2021,grad_4yr_aug,71.9,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2021
Patchogue-Medford,2021,grad_5yr,78.6,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2021
Patchogue-Medford,2021,grad_6yr,84.9,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2021
Patchogue-Medford,2022,grad_4yr_aug,72.3,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2022
Patchogue-Medford,2022,grad_5yr,89.7,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2022
Patchogue-Medford,2022,grad_6yr,97.0,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2022
Patchogue-Medford,2023,grad_4yr_aug,88.1,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2023
Patchogue-Medford,2023,grad_5yr,92.1,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2023
Patchogue-Medford,2023,grad_6yr,81.7,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2023
Patchogue-Medford,2024,grad_4yr_aug,71.7,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2024
Patchogue-Medford,2024,grad_5yr,91.3,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2024
Patchogue-Medford,2024,grad_6yr,80.2,1906,https://data.nysed.gov/gradrate.php?instid=580212060000&year=2024
Huntington,2019,grad_4yr_aug,75.8,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2019
Huntington,2019,grad_5yr,86.6,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2019
Huntington,2019,grad_6yr,82.9,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2019
Huntington,2020,grad_4yr_aug,86.8,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2020
Huntington,2020,grad_5yr,87.9,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2020
Huntington,2020,grad_6yr,92.3,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2020
Huntington,2021,grad_4yr_aug,88.3,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2021
Huntington,2021,grad_5yr,88.7,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2021
Huntington,2021,grad_6yr,78.5,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2021
Huntington,2022,grad_4yr_aug,94.9,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2022
Huntington,2022,grad_5yr,94.4,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2022
Huntington,2022,grad_6yr,92.3,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2022
Huntington,2023,grad_4yr_aug,84.1,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2023
Huntington,2023,grad_5yr,95.8,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2023
Huntington,2023,grad_6yr,83.9,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2023
Huntington,2024,grad_4yr_aug,74.7,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2024
Huntington,2024,grad_5yr,85.1,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2024
Huntington,2024,grad_6yr,90.8,474,https://data.nysed.gov/gradrate.php?instid=580106020000&year=2024
Half Hollow Hills,2019,grad_4yr_aug,86.5,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2019
Half Hollow Hills,2019,grad_5yr,79.3,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2019
Half Hollow Hills,2019,grad_6yr,93.2,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2019
Half Hollow Hills,2020,grad_4yr_aug,96.0,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2020
Half Hollow Hills,2020,grad_5yr,75.3,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2020
Half Hollow Hills,2020,grad_6yr,92.3,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2020
Half Hollow Hills,2021,grad_4yr_aug,76.6,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2021
Half Hollow Hills,2021,grad_5yr,78.2,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2021
Half Hollow Hills,2021,grad_6yr,82.3,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2021
Half Hollow Hills,2022,grad_4yr_aug,87.2,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2022
Half Hollow Hills,2022,grad_5yr,87.4,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2022
Half Hollow Hills,2022,grad_6yr,96.5,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2022
Half Hollow Hills,2023,grad_4yr_aug,86.9,564,https://data.nysed.gov/gradrate.php?instid=580401060000&year=2023
